Unnamed: 0,Project Name,datetime,Power[kWh],Power_ConfInt10[kWh],Power_ConfInt25[kWh],Power_ConfInt75[kWh],Power_ConfInt90[kWh],W.Speed[m/s],W.Speed P10[m/s],W.Speed P25[m/s],W.Speed P75[m/s],W.Speed P90[m/s],W.Direc[deg],pred_date,despacho,time,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m,pressure_msl,relative_humidity_2m
0,El Dorado,2023-07-02 00:00:00,36065.4,14363.0,22873.8,40843.9,46494.5,8.9,6.5,7.8,9.7,10.2,320.6,pred_20230701,22.35,2023-07-02 00:00:00,12.2,313,23.0,20.6,1014.3,80
1,El Dorado,2023-07-02 01:00:00,33136.1,8445.7,18528.1,38121.7,46299.1,8.6,5.2,7.2,9.3,9.8,320.7,pred_20230701,23.51,2023-07-02 01:00:00,12.8,310,24.1,20.6,1013.8,78
2,El Dorado,2023-07-02 02:00:00,33147.9,10477.6,20465.5,37376.5,45720.7,8.6,6.0,7.5,9.4,9.9,323.4,pred_20230701,27.94,2023-07-02 02:00:00,13.2,315,25.6,20.6,1012.9,77
3,El Dorado,2023-07-02 03:00:00,31824.6,6638.5,16584.9,36053.2,43698.3,8.3,5.0,6.9,9.1,9.6,328.1,pred_20230701,39.24,2023-07-02 03:00:00,13.0,326,25.6,20.6,1012.5,76
4,El Dorado,2023-07-02 04:00:00,31058.4,7034.2,17295.9,35287.0,41981.5,8.3,5.4,7.1,9.1,9.6,327.7,pred_20230701,41.15,2023-07-02 04:00:00,12.5,342,25.2,20.3,1012.3,76
5,El Dorado,2023-07-02 05:00:00,31107.7,5428.1,15288.2,35336.3,41699.2,8.4,5.0,7.0,9.1,9.7,331.6,pred_20230701,38.39999999999999,2023-07-02 05:00:00,11.9,355,24.5,20.1,1012.6,76
6,El Dorado,2023-07-02 06:00:00,28939.4,7408.1,17444.0,33418.8,42768.7,8.2,5.3,6.9,9.0,9.5,349.7,pred_20230701,45.36,2023-07-02 06:00:00,12.0,21,23.0,19.2,1013.2,82
7,El Dorado,2023-07-02 07:00:00,35107.4,12183.6,22731.4,42337.9,49359.2,8.9,5.7,7.7,9.6,10.3,357.1,pred_20230701,41.60999999999999,2023-07-02 07:00:00,13.4,20,26.3,18.6,1013.9,89
8,El Dorado,2023-07-02 08:00:00,37840.7,9399.7,22134.4,42069.3,45313.8,9.2,5.8,7.7,10.0,10.5,346.4,pred_20230701,37.5,2023-07-02 08:00:00,13.1,21,28.1,21.2,1013.6,80
9,El Dorado,2023-07-02 09:00:00,34277.9,15895.0,30049.3,45080.2,48345.8,8.8,6.7,7.7,9.5,10.3,2.1,pred_20230701,40.89,2023-07-02 09:00:00,14.3,25,33.1,23.1,1013.9,74
10,El Dorado,2023-07-02 10:00:00,30938.1,8961.0,21646.6,47538.5,49600.0,8.1,5.6,7.3,9.8,10.5,358.9,pred_20230701,36.77,2023-07-02 10:00:00,19.5,16,45.0,24.8,1013.9,68
11,El Dorado,2023-07-02 11:00:00,44986.4,19267.9,34794.0,50794.1,53724.8,9.9,7.6,8.9,10.7,11.9,354.8,pred_20230701,44.63,2023-07-02 11:00:00,26.0,356,58.7,26.1,1013.2,60
12,El Dorado,2023-07-02 12:00:00,51916.7,32858.7,46335.0,54000.0,54000.0,11.3,8.9,10.3,12.1,13.4,351.7,pred_20230701,39.5,2023-07-02 12:00:00,29.3,349,64.1,26.7,1012.2,55
13,El Dorado,2023-07-02 13:00:00,52744.4,45548.4,48515.8,54000.0,54000.0,11.5,10.2,10.7,13.5,14.1,350.3,pred_20230701,45.370000000000005,2023-07-02 13:00:00,28.3,348,65.9,26.9,1011.0,54
14,El Dorado,2023-07-02 14:00:00,52605.5,44179.5,47654.1,54000.0,54000.0,12.7,11.3,11.9,14.2,14.9,348.3,pred_20230701,45.31,2023-07-02 14:00:00,26.9,352,64.1,25.9,1010.1,59
15,El Dorado,2023-07-02 15:00:00,52100.9,43674.9,47149.6,54000.0,54000.0,12.6,11.1,11.7,14.0,14.3,349.2,pred_20230701,42.45,2023-07-02 15:00:00,28.3,353,60.8,25.8,1009.2,59
16,El Dorado,2023-07-02 16:00:00,52884.2,44458.2,47932.8,54000.0,54000.0,12.3,10.8,11.4,13.8,14.2,347.4,pred_20230701,38.7,2023-07-02 16:00:00,25.3,356,63.0,24.7,1009.0,67
17,El Dorado,2023-07-02 17:00:00,52833.1,44407.1,47881.7,54000.0,54000.0,12.2,10.8,11.4,13.1,13.9,349.6,pred_20230701,38.86000000000001,2023-07-02 17:00:00,21.3,358,55.8,23.9,1009.0,71
18,El Dorado,2023-07-02 18:00:00,52790.7,42614.5,47839.4,54000.0,54000.0,11.3,9.8,10.4,12.1,12.7,346.3,pred_20230701,42.58999999999999,2023-07-02 18:00:00,21.3,357,48.6,22.9,1009.3,75
19,El Dorado,2023-07-02 19:00:00,52870.8,38122.5,47919.4,54000.0,54000.0,10.9,9.3,10.0,11.7,12.5,342.7,pred_20230701,46.26999999999999,2023-07-02 19:00:00,20.2,357,46.1,22.6,1009.4,76
20,El Dorado,2023-07-02 20:00:00,52628.0,32549.2,47676.7,54000.0,54000.0,10.7,8.4,9.9,11.6,12.2,342.7,pred_20230701,42.66,2023-07-02 20:00:00,21.3,356,43.9,22.8,1009.4,75
21,El Dorado,2023-07-02 21:00:00,52089.4,32706.7,47138.1,54000.0,54000.0,10.6,8.5,9.8,11.5,12.2,344.7,pred_20230701,39.28,2023-07-02 21:00:00,19.8,358,44.6,22.6,1009.8,75
22,El Dorado,2023-07-02 22:00:00,51915.2,32706.7,46963.8,54000.0,54000.0,10.6,8.2,9.8,11.5,12.1,344.5,pred_20230701,44.53999999999999,2023-07-02 22:00:00,18.7,360,42.5,22.4,1010.3,75
23,El Dorado,2023-07-02 23:00:00,51490.0,30564.3,44585.0,54000.0,54000.0,10.6,8.4,9.6,11.4,12.0,347.5,pred_20230701,38.82,2023-07-02 23:00:00,17.6,1,40.0,22.4,1010.8,74
24,El Dorado,2023-07-03 00:00:00,48558.8,18262.9,41960.8,53602.2,54000.0,10.2,8.0,9.4,10.9,11.6,349.1,pred_20230702,29.45,2023-07-03 00:00:00,15.2,5,37.8,21.9,1010.7,77
25,El Dorado,2023-07-03 01:00:00,49045.2,22423.0,41290.4,53665.0,54000.0,10.2,8.0,9.4,11.0,11.8,348.7,pred_20230702,39.010000000000005,2023-07-03 01:00:00,14.3,10,32.0,21.5,1010.8,81
26,El Dorado,2023-07-03 02:00:00,48352.2,22423.0,39536.6,52689.3,54000.0,10.1,8.0,9.4,10.9,11.4,350.6,pred_20230702,42.24,2023-07-03 02:00:00,14.9,8,31.3,21.1,1010.8,84
27,El Dorado,2023-07-03 03:00:00,47143.8,22423.0,37394.5,52333.8,54000.0,9.9,8.0,9.2,10.7,11.2,350.9,pred_20230702,43.42,2023-07-03 03:00:00,15.1,3,32.4,20.9,1010.7,86
28,El Dorado,2023-07-03 04:00:00,46693.7,17832.1,36668.2,51144.7,53889.7,9.8,7.7,9.1,10.6,11.1,350.4,pred_20230702,40.96000000000001,2023-07-03 04:00:00,15.5,4,32.4,20.4,1010.9,89
29,El Dorado,2023-07-03 05:00:00,46317.7,17832.1,36668.2,50899.8,53620.0,9.8,7.7,9.0,10.5,11.1,350.3,pred_20230702,42.49,2023-07-03 05:00:00,16.2,1,34.2,20.2,1011.1,91
30,El Dorado,2023-07-03 06:00:00,46048.6,17832.1,35785.2,51730.6,53573.5,9.7,8.0,9.0,10.5,11.1,350.5,pred_20230702,45.10999999999999,2023-07-03 06:00:00,16.2,1,34.6,20.1,1011.6,92
31,El Dorado,2023-07-03 07:00:00,46749.6,18188.9,35612.3,51303.0,53945.6,9.8,7.7,9.1,10.6,11.1,350.2,pred_20230702,45.60999999999999,2023-07-03 07:00:00,15.2,5,34.2,20.3,1012.4,92
32,El Dorado,2023-07-03 08:00:00,40713.1,17832.1,32102.5,49546.8,53037.6,8.9,7.3,8.1,10.0,10.9,347.1,pred_20230702,42.83,2023-07-03 08:00:00,16.7,6,32.4,21.5,1013.0,89
33,El Dorado,2023-07-03 09:00:00,45652.4,22412.9,38539.4,53254.4,53412.3,9.6,8.0,8.9,10.8,11.0,357.7,pred_20230702,39.87,2023-07-03 09:00:00,19.9,356,43.2,22.9,1013.6,82
34,El Dorado,2023-07-03 10:00:00,47327.6,28191.0,40359.1,53933.9,54000.0,9.8,8.2,9.0,11.3,12.1,351.4,pred_20230702,42.26,2023-07-03 10:00:00,21.6,349,47.9,24.2,1014.0,75
35,El Dorado,2023-07-03 11:00:00,51050.4,43854.3,46821.8,54000.0,54000.0,10.9,9.6,10.2,12.3,13.3,349.3,pred_20230702,40.2,2023-07-03 11:00:00,23.8,350,53.3,25.3,1013.5,69
36,El Dorado,2023-07-03 12:00:00,52666.7,45470.7,48438.1,54000.0,54000.0,12.3,10.9,11.5,13.9,14.5,347.6,pred_20230702,43.12,2023-07-03 12:00:00,25.9,351,58.3,26.2,1013.1,63
37,El Dorado,2023-07-03 13:00:00,53991.6,46795.6,49763.0,54000.0,54000.0,12.7,11.5,12.0,14.7,15.1,346.7,pred_20230702,42.02,2023-07-03 13:00:00,24.1,357,59.4,26.3,1012.4,63
38,El Dorado,2023-07-03 14:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,13.6,11.4,12.8,14.7,15.1,346.0,pred_20230702,45.82,2023-07-03 14:00:00,23.8,360,55.4,26.5,1011.3,61
39,El Dorado,2023-07-03 15:00:00,53261.0,44835.0,48309.7,54000.0,54000.0,12.9,11.4,12.0,14.1,14.8,346.5,pred_20230702,42.79,2023-07-03 15:00:00,26.3,356,60.5,26.5,1011.0,60
40,El Dorado,2023-07-03 16:00:00,52612.2,44186.2,47660.8,54000.0,54000.0,12.1,10.6,11.2,13.5,13.9,346.9,pred_20230702,37.790000000000006,2023-07-03 16:00:00,22.7,356,59.0,25.2,1011.0,65
41,El Dorado,2023-07-03 17:00:00,52356.3,41391.2,47404.9,54000.0,54000.0,11.2,9.7,10.3,12.1,13.0,347.7,pred_20230702,39.96,2023-07-03 17:00:00,19.8,358,50.0,24.2,1011.5,71
42,El Dorado,2023-07-03 18:00:00,49769.1,29243.5,44817.7,54000.0,54000.0,10.2,7.9,9.3,11.0,12.0,345.7,pred_20230702,31.860000000000003,2023-07-03 18:00:00,18.4,354,45.4,23.1,1011.9,76
43,El Dorado,2023-07-03 19:00:00,44947.2,18441.5,35434.4,51171.2,53881.7,9.4,7.5,8.6,10.3,10.9,340.4,pred_20230702,30.469999999999995,2023-07-03 19:00:00,16.9,349,40.0,22.3,1012.0,80
44,El Dorado,2023-07-03 20:00:00,41600.1,18441.5,33482.4,49823.7,52062.9,9.0,7.3,8.2,10.0,10.6,341.8,pred_20230702,24.610000000000003,2023-07-03 20:00:00,15.5,347,35.6,22.6,1011.8,80
45,El Dorado,2023-07-03 21:00:00,38845.0,17938.6,31729.0,44180.0,50202.3,8.7,6.9,7.9,9.6,10.5,342.0,pred_20230702,30.989999999999995,2023-07-03 21:00:00,14.6,351,31.7,22.6,1012.1,79
46,El Dorado,2023-07-03 22:00:00,36868.9,17046.2,29924.1,44042.7,50202.3,8.6,6.8,7.7,9.6,10.3,342.0,pred_20230702,31.02,2023-07-03 22:00:00,15.9,355,32.8,22.6,1012.2,79
47,El Dorado,2023-07-03 23:00:00,35897.6,17086.6,25253.3,43521.6,49987.7,8.5,6.8,7.6,9.5,10.3,343.3,pred_20230702,42.15999999999999,2023-07-03 23:00:00,16.2,357,34.9,22.7,1012.0,78
48,El Dorado,2023-07-04 00:00:00,44675.7,18262.9,34120.9,50548.0,53649.0,9.5,7.4,8.7,10.2,11.1,343.9,pred_20230703,38.74,2023-07-04 00:00:00,16.6,4,34.9,22.2,1012.1,80
49,El Dorado,2023-07-04 01:00:00,47855.9,18262.9,40774.7,53082.3,54000.0,9.8,7.7,9.1,10.6,11.3,343.2,pred_20230703,44.88,2023-07-04 01:00:00,17.3,4,36.7,21.9,1011.8,83
50,El Dorado,2023-07-04 02:00:00,50659.4,22853.8,43887.1,54000.0,54000.0,10.3,8.0,9.4,11.1,11.8,343.7,pred_20230703,39.83,2023-07-04 02:00:00,19.4,1,41.0,22.1,1011.3,81
51,El Dorado,2023-07-04 03:00:00,52502.0,28369.8,45080.0,54000.0,54000.0,10.8,8.4,9.7,11.6,12.1,345.7,pred_20230703,41.56,2023-07-04 03:00:00,20.5,360,43.9,22.3,1010.5,80
52,El Dorado,2023-07-04 04:00:00,53596.6,37673.7,49152.3,54000.0,54000.0,11.4,9.9,10.3,12.1,12.6,345.6,pred_20230703,45.92000000000001,2023-07-04 04:00:00,21.6,360,46.8,22.2,1010.0,79
53,El Dorado,2023-07-04 05:00:00,53387.5,46191.4,49158.9,54000.0,54000.0,12.1,10.7,11.3,12.8,13.4,346.3,pred_20230703,46.38,2023-07-04 05:00:00,22.7,359,49.0,21.9,1010.0,81
54,El Dorado,2023-07-04 06:00:00,52411.8,45215.8,48183.2,54000.0,54000.0,12.7,11.4,11.9,13.6,14.0,346.0,pred_20230703,42.87,2023-07-04 06:00:00,23.4,359,50.4,21.6,1010.0,82
55,El Dorado,2023-07-04 07:00:00,51989.8,44793.8,47761.2,54000.0,54000.0,13.1,11.7,12.3,13.8,14.4,346.0,pred_20230703,42.85,2023-07-04 07:00:00,24.1,359,51.5,21.7,1010.4,81
56,El Dorado,2023-07-04 08:00:00,52037.1,44841.1,47808.5,54000.0,54000.0,12.8,11.6,12.1,13.6,14.1,347.4,pred_20230703,46.3,2023-07-04 08:00:00,27.5,355,58.7,23.1,1009.8,73
57,El Dorado,2023-07-04 09:00:00,51990.9,44794.9,47762.3,54000.0,54000.0,13.3,11.5,12.3,14.0,14.6,353.1,pred_20230703,42.72,2023-07-04 09:00:00,23.9,11,54.4,23.8,1010.2,76
58,El Dorado,2023-07-04 10:00:00,52962.1,45766.0,48733.5,54000.0,54000.0,14.5,12.1,13.2,15.2,15.7,350.3,pred_20230703,42.42,2023-07-04 10:00:00,27.8,4,62.3,25.1,1010.3,68
59,El Dorado,2023-07-04 11:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,15.7,13.8,14.5,16.6,17.6,346.7,pred_20230703,38.79,2023-07-04 11:00:00,31.5,353,69.8,26.4,1009.7,60
60,El Dorado,2023-07-04 12:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,17.8,15.9,16.8,18.6,19.1,343.1,pred_20230703,41.16,2023-07-04 12:00:00,32.8,347,74.9,27.0,1008.9,56
61,El Dorado,2023-07-04 13:00:00,50704.5,43508.4,46475.9,54000.0,54000.0,18.2,16.9,17.3,18.9,19.5,342.1,pred_20230703,42.56999999999999,2023-07-04 13:00:00,35.4,345,78.1,27.4,1008.3,54
62,El Dorado,2023-07-04 14:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,17.9,16.5,17.1,18.8,19.4,342.9,pred_20230703,45.400000000000006,2023-07-04 14:00:00,34.6,343,82.4,27.2,1007.5,56
63,El Dorado,2023-07-04 15:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,18.1,16.6,17.2,18.9,19.5,343.6,pred_20230703,45.92,2023-07-04 15:00:00,30.7,347,77.4,26.4,1007.5,59
64,El Dorado,2023-07-04 16:00:00,53511.3,45085.3,48560.0,54000.0,54000.0,16.1,14.6,15.2,16.9,17.8,342.7,pred_20230703,45.82999999999999,2023-07-04 16:00:00,28.2,354,70.6,25.8,1007.6,63
65,El Dorado,2023-07-04 17:00:00,50277.8,41851.8,45326.4,54000.0,54000.0,15.4,13.8,14.1,16.3,16.9,345.9,pred_20230703,45.89,2023-07-04 17:00:00,25.2,1,63.0,24.5,1007.8,69
66,El Dorado,2023-07-04 18:00:00,52983.4,44557.4,48032.0,54000.0,54000.0,13.4,12.0,12.6,14.8,15.3,342.8,pred_20230703,46.1,2023-07-04 18:00:00,25.5,352,59.8,23.7,1008.3,72
67,El Dorado,2023-07-04 19:00:00,51978.5,43552.5,47027.1,54000.0,54000.0,12.9,11.5,12.1,14.0,14.9,343.0,pred_20230703,45.63,2023-07-04 19:00:00,22.3,350,54.7,23.6,1008.9,72
68,El Dorado,2023-07-04 20:00:00,52739.5,44313.5,47788.2,54000.0,54000.0,12.1,10.6,11.2,12.9,14.0,342.9,pred_20230703,45.78,2023-07-04 20:00:00,21.7,349,48.2,23.7,1009.6,72
69,El Dorado,2023-07-04 21:00:00,52476.6,40490.2,47525.3,54000.0,54000.0,11.1,9.3,10.3,12.0,12.6,340.9,pred_20230703,41.02,2023-07-04 21:00:00,18.5,347,45.7,23.8,1010.4,71
70,El Dorado,2023-07-04 22:00:00,50580.1,29729.0,41324.7,54000.0,54000.0,10.4,8.1,9.5,11.3,12.1,338.5,pred_20230703,36.370000000000005,2023-07-04 22:00:00,15.5,347,40.0,23.7,1011.2,70
71,El Dorado,2023-07-04 23:00:00,47409.0,18441.5,33739.3,52360.4,54000.0,9.8,7.8,9.0,10.7,11.3,338.5,pred_20230703,38.39,2023-07-04 23:00:00,12.8,349,32.8,23.3,1011.4,72
72,El Dorado,2023-07-05 00:00:00,38129.1,13056.6,23143.7,42357.7,46494.5,8.9,7.0,8.0,9.6,10.2,335.9,pred_20230704,45.01999999999999,2023-07-05 00:00:00,12.3,353,26.6,22.9,1011.5,73
73,El Dorado,2023-07-05 01:00:00,38010.8,13649.7,24430.5,42251.8,46318.4,8.9,5.8,7.8,9.6,10.1,343.5,pred_20230704,29.97,2023-07-05 01:00:00,12.6,358,25.9,22.6,1011.5,74
74,El Dorado,2023-07-05 02:00:00,39145.0,15684.1,26573.9,43872.0,48515.6,9.1,6.5,8.0,9.8,10.3,355.1,pred_20230704,43.05,2023-07-05 02:00:00,13.1,8,27.0,22.3,1011.3,76
75,El Dorado,2023-07-05 03:00:00,42656.4,17832.1,30702.5,47250.1,49852.5,9.3,7.5,8.5,10.0,10.6,352.8,pred_20230704,36.9,2023-07-05 03:00:00,14.1,6,28.8,22.1,1011.0,78
76,El Dorado,2023-07-05 04:00:00,44304.3,17832.1,30704.1,48532.9,51500.4,9.4,7.6,8.6,10.2,10.7,348.9,pred_20230704,45.1,2023-07-05 04:00:00,15.2,4,31.0,22.0,1011.2,78
77,El Dorado,2023-07-05 05:00:00,45675.9,17832.1,31585.5,49904.5,53321.4,9.6,7.6,8.8,10.3,10.9,347.2,pred_20230704,46.38999999999999,2023-07-05 05:00:00,16.3,5,33.5,21.9,1011.7,80
78,El Dorado,2023-07-05 06:00:00,45753.6,17832.1,32985.5,49982.2,53620.0,9.5,7.6,8.8,10.3,11.1,347.1,pred_20230704,44.4,2023-07-05 06:00:00,17.3,1,36.0,21.8,1011.9,82
79,El Dorado,2023-07-05 07:00:00,45614.9,17832.1,35785.2,50605.4,53465.7,9.5,7.7,8.8,10.3,11.1,345.3,pred_20230704,41.15,2023-07-05 07:00:00,17.6,360,37.4,21.8,1012.4,83
80,El Dorado,2023-07-05 08:00:00,37846.1,14407.5,30266.0,46983.3,51024.4,8.5,6.9,7.8,10.1,10.7,344.9,pred_20230704,43.68999999999999,2023-07-05 08:00:00,20.9,349,41.0,23.2,1012.7,76
81,El Dorado,2023-07-05 09:00:00,33675.1,17832.1,29443.6,48481.9,50942.9,8.1,6.8,7.3,10.0,10.7,351.5,pred_20230704,44.77,2023-07-05 09:00:00,16.6,2,42.1,24.4,1013.3,73
82,El Dorado,2023-07-05 10:00:00,35156.6,16816.5,29427.4,49925.0,53453.6,8.2,6.3,7.4,10.4,11.1,352.1,pred_20230704,40.58999999999999,2023-07-05 10:00:00,24.4,341,54.7,26.1,1013.3,65
83,El Dorado,2023-07-05 11:00:00,45540.0,25994.7,39514.5,53863.5,54000.0,10.0,7.0,9.0,11.8,13.1,347.6,pred_20230704,45.61000000000001,2023-07-05 11:00:00,25.5,338,57.6,27.5,1012.6,58
84,El Dorado,2023-07-05 12:00:00,52804.6,45608.6,48576.0,54000.0,54000.0,11.5,10.2,10.7,13.4,14.7,345.0,pred_20230704,45.370000000000005,2023-07-05 12:00:00,26.2,339,60.1,28.5,1011.6,54
85,El Dorado,2023-07-05 13:00:00,53987.8,46791.8,49759.2,54000.0,54000.0,13.0,11.3,12.3,14.1,15.1,343.1,pred_20230704,45.17999999999999,2023-07-05 13:00:00,26.6,341,60.5,28.6,1010.2,54
86,El Dorado,2023-07-05 14:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,13.7,10.9,12.5,14.7,15.4,342.7,pred_20230704,45.54,2023-07-05 14:00:00,26.9,342,61.2,28.5,1009.2,53
87,El Dorado,2023-07-05 15:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,13.3,11.3,12.5,14.5,15.2,343.1,pred_20230704,45.4,2023-07-05 15:00:00,27.8,347,63.4,28.1,1008.5,56
88,El Dorado,2023-07-05 16:00:00,52179.1,43753.1,47227.8,54000.0,54000.0,13.5,11.8,12.7,14.4,15.2,347.3,pred_20230704,43.18,2023-07-05 16:00:00,27.6,348,64.1,27.4,1008.2,59
89,El Dorado,2023-07-05 17:00:00,52258.4,43832.4,47307.1,54000.0,54000.0,13.0,11.6,12.2,14.1,14.5,346.5,pred_20230704,44.67,2023-07-05 17:00:00,22.4,6,60.8,25.5,1008.6,69
90,El Dorado,2023-07-05 18:00:00,52336.7,43910.7,47385.4,54000.0,54000.0,12.5,11.0,11.6,13.5,14.2,344.1,pred_20230704,45.81,2023-07-05 18:00:00,21.2,1,49.3,24.0,1009.2,76
91,El Dorado,2023-07-05 19:00:00,52840.6,44414.6,47889.3,54000.0,54000.0,11.8,10.3,10.9,12.6,13.7,340.7,pred_20230704,46.11,2023-07-05 19:00:00,20.5,357,45.7,23.6,1009.6,78
92,El Dorado,2023-07-05 20:00:00,53515.2,42040.9,48563.8,54000.0,54000.0,11.2,9.7,10.3,12.1,12.7,339.7,pred_20230704,45.88,2023-07-05 20:00:00,20.6,356,44.3,23.3,1009.8,79
93,El Dorado,2023-07-05 21:00:00,52109.4,30304.3,47158.0,54000.0,54000.0,10.7,8.8,9.8,11.5,12.1,340.4,pred_20230704,45.05,2023-07-05 21:00:00,19.5,356,43.9,23.4,1010.0,79
94,El Dorado,2023-07-05 22:00:00,51266.1,26907.4,42283.0,54000.0,54000.0,10.5,7.9,9.6,11.3,12.0,341.0,pred_20230704,45.63,2023-07-05 22:00:00,19.1,357,42.5,23.5,1010.3,78
95,El Dorado,2023-07-05 23:00:00,51216.7,18503.5,39658.4,54000.0,54000.0,10.4,7.9,9.4,11.3,11.9,341.7,pred_20230704,45.46,2023-07-05 23:00:00,18.4,354,41.4,23.4,1010.1,78
96,El Dorado,2023-07-06 00:00:00,49710.1,18262.9,39020.9,53938.7,54000.0,10.3,7.7,9.2,11.1,11.6,343.9,pred_20230705,46.13,2023-07-06 00:00:00,17.8,352,40.0,23.4,1010.0,77
97,El Dorado,2023-07-06 01:00:00,51455.1,26002.3,43624.5,54000.0,54000.0,10.7,8.4,9.7,11.4,12.0,345.1,pred_20230705,45.98,2023-07-06 01:00:00,17.7,354,38.2,23.5,1009.6,76
98,El Dorado,2023-07-06 02:00:00,53706.4,37673.7,48643.4,54000.0,54000.0,11.3,9.6,10.3,12.1,12.6,347.2,pred_20230705,46.02999999999999,2023-07-06 02:00:00,18.1,355,38.5,23.2,1009.2,78
99,El Dorado,2023-07-06 03:00:00,53447.6,46251.5,49219.0,54000.0,54000.0,11.7,10.4,11.0,12.5,13.0,347.7,pred_20230705,46.23,2023-07-06 03:00:00,18.4,358,40.0,23.0,1008.7,79
100,El Dorado,2023-07-06 04:00:00,53297.9,46101.8,49069.3,54000.0,54000.0,12.2,11.0,11.5,13.0,13.5,348.7,pred_20230705,46.28,2023-07-06 04:00:00,20.9,360,45.0,23.0,1008.3,80
101,El Dorado,2023-07-06 05:00:00,52917.3,45721.3,48688.7,54000.0,54000.0,12.6,11.3,11.8,13.3,13.9,348.7,pred_20230705,46.17,2023-07-06 05:00:00,22.7,1,49.3,22.7,1008.2,84
102,El Dorado,2023-07-06 06:00:00,52565.8,45369.7,48337.2,54000.0,54000.0,12.8,11.5,12.1,13.6,14.1,348.4,pred_20230705,46.32000000000001,2023-07-06 06:00:00,23.4,360,51.5,22.5,1008.6,85
103,El Dorado,2023-07-06 07:00:00,52244.2,45048.1,48015.6,54000.0,54000.0,12.6,11.3,11.8,13.4,13.9,348.2,pred_20230705,46.36999999999999,2023-07-06 07:00:00,23.4,358,51.5,22.4,1009.0,85
104,El Dorado,2023-07-06 08:00:00,53787.2,46591.2,49558.6,54000.0,54000.0,13.3,11.5,12.3,14.0,14.7,349.7,pred_20230705,46.31999999999999,2023-07-06 08:00:00,18.7,2,51.1,23.1,1009.3,82
105,El Dorado,2023-07-06 09:00:00,54000.0,46804.0,49771.4,54000.0,54000.0,13.3,12.0,12.5,15.0,16.1,350.2,pred_20230705,45.9,2023-07-06 09:00:00,20.2,5,44.6,23.9,1009.9,80
106,El Dorado,2023-07-06 10:00:00,52634.1,45438.0,48405.5,54000.0,54000.0,14.6,13.3,13.9,16.4,16.9,346.3,pred_20230705,45.98,2023-07-06 10:00:00,27.6,352,56.5,25.1,1009.8,73
107,El Dorado,2023-07-06 11:00:00,52862.9,45666.9,48634.3,54000.0,54000.0,16.2,14.9,15.5,17.7,18.4,344.1,pred_20230705,42.42,2023-07-06 11:00:00,29.9,345,68.0,26.3,1009.2,67
108,El Dorado,2023-07-06 12:00:00,51833.6,44637.6,47605.0,54000.0,54000.0,16.7,15.5,16.0,17.8,18.8,341.6,pred_20230705,42.18,2023-07-06 12:00:00,31.8,340,72.4,27.5,1008.2,62
109,El Dorado,2023-07-06 13:00:00,51680.8,44484.8,47452.2,54000.0,54000.0,16.7,15.5,16.0,17.5,18.0,341.0,pred_20230705,42.08,2023-07-06 13:00:00,30.4,341,73.8,28.1,1007.2,60
110,El Dorado,2023-07-06 14:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,16.3,14.6,15.5,17.4,18.0,343.0,pred_20230705,41.78,2023-07-06 14:00:00,32.8,343,70.2,28.5,1006.0,57
111,El Dorado,2023-07-06 15:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,16.3,14.9,15.5,17.4,18.3,343.1,pred_20230705,41.85,2023-07-06 15:00:00,30.8,349,73.4,27.7,1005.5,60
112,El Dorado,2023-07-06 16:00:00,54000.0,45574.0,49048.7,54000.0,54000.0,15.5,14.1,14.7,16.9,17.6,343.4,pred_20230705,42.07000000000001,2023-07-06 16:00:00,31.7,348,67.7,27.0,1005.2,63
113,El Dorado,2023-07-06 17:00:00,51971.5,43545.6,47020.2,54000.0,54000.0,15.3,13.9,14.5,16.2,16.8,346.6,pred_20230705,42.37,2023-07-06 17:00:00,25.2,358,68.0,25.4,1005.7,74
114,El Dorado,2023-07-06 18:00:00,52765.9,44339.9,47814.5,54000.0,54000.0,13.4,11.9,12.5,14.8,15.2,344.0,pred_20230705,42.21,2023-07-06 18:00:00,26.1,354,59.8,24.1,1006.4,79
115,El Dorado,2023-07-06 19:00:00,52082.7,43656.7,47131.4,54000.0,54000.0,12.9,11.4,12.0,13.9,14.8,342.9,pred_20230705,42.55,2023-07-06 19:00:00,22.8,355,56.5,23.8,1007.0,80
116,El Dorado,2023-07-06 20:00:00,52897.5,44471.5,47946.1,54000.0,54000.0,12.1,10.6,11.2,13.0,13.8,343.1,pred_20230705,42.13,2023-07-06 20:00:00,22.7,356,49.7,23.9,1007.3,80
117,El Dorado,2023-07-06 21:00:00,52661.1,44235.2,47709.8,54000.0,54000.0,11.6,10.1,10.7,12.4,13.0,342.8,pred_20230705,42.17,2023-07-06 21:00:00,22.1,353,49.3,23.9,1007.3,79
